id,product_url,color,size,width,brand_name,model_name,is_tbyb,tags,is_ditto,classification,specifications,wishlistCount,purchaseCount,avgRating,totalNoOfRatings,hashtagList,arModelAndroidUrl,qty,subCollection,subCollectionId,isCygnusEnabled,searchProductName,Market_Price,Lenskart_Price
152945,https://www.lenskart.com/john-jacobs-jj-e14729-c3-eyeglasses.html,Black,Medium,134 mm,John Jacobs Online,JJ E14729,False,John Jacobs,True,eyeframe,[],0,1343,0.0,,"Medium,Wayfarer,John Jacobs Online,Full Rim",https://3d-asset-lookr-new.s3.ap-southeast-1.amazonaws.com/frameassets/152945/android/sku_152945.glb,577,Rich Acetate,26361.0,True,Black Full Rim Wayfarer Eyeglasses,3500,3500
208939,https://www.lenskart.com/hooper-hp-e15713l-c3-eyeglasses.html,Black,8-12 yrs,129 mm,Hooper,HP E15713L,False,Hooper Wrap,True,eyeframe,[],0,1752,0.0,,"8-12 yrs,Oval,Hooper,Full Rim",https://lookr-static.lenskart.com/frameassets/208939/android/sku_208939.glb,135,Hooper Wrap,26502.0,True,Black Full Rim Oval Eyeglasses,1000,1000
215341,https://www.lenskart.com/john-jacobs-jj-e16638-c1-eyeglasses.html,Black,Extra Wide,150 mm,John Jacobs,JJ E16638,False,John Jacobs,True,eyeframe,[],0,180,0.0,,"Extra Wide,Square,John Jacobs,Full Rim",https://lookr-static.lenskart.com/frameassets/215341/android/sku_215341.glb,472,Rich Acetate,26361.0,True,Silver Black Full Rim Square John Jacobs Supreme Steel JJ E16638-C1 Eyeglasses,5000,5000
137926,https://www.lenskart.com/john-jacobs-jj-e13027-c2-eyeglasses.html,Grey,Wide,139 mm,John Jacobs Online,JJ E13027,False,John Jacobs,True,eyeframe,[],2284,3749,4.25,17.0,"Wide,Wayfarer,John Jacobs Online,Full Rim",https://lookr-static.lenskart.com/frameassets/137926/android/sku_137926.glb,1635,Rich Acetate,26361.0,True,Grey Full Rim Wayfarer Eyeglasses,3500,3500
209149,https://www.lenskart.com/alcon-freshlook-oneday-alre-hazel10-lens-box.html,,,,Alcon Freshlook,Alcon Freshlook Allure Hazel Powered Daily,False,,False,contact_lens,"[{'name': 'general', 'items': [{'name': 'Packaging', 'value': '10 Lens per Box'}, {'name': 'Usage Duration', 'value': '8H'}]}, {'name': 'technical', 'items': [{'name': 'Category Type', 'value': 'Contact Lens'}]}]",0,547,0.0,,",,Alcon Freshlook,",,0,,,False,Freshlook OneDay ALLURE HAZEL Color Contact Lens 10 Lens Box,1732,1575
138339,https://www.lenskart.com/john-jacobs-jj-e13103-c1-eyeglasses.html,Blue,Medium,135 mm,John Jacobs,JJ E13103,False,John Jacobs,True,eyeframe,[],2114,6644,4.55,27.0,"Medium,Hexagonal,John Jacobs,Full Rim",https://lookr-static.lenskart.com/frameassets/138339/android/sku_138339.glb,659,Supreme Steel,26271.0,True,Blue Full Rim Hexagonal Eyeglasses,3500,3500
146235,https://www.lenskart.com/john-jacobs-jj-e13724-full-rim-c2-eyeglasses.html,Brown,Medium,134 mm,John Jacobs,JJ E13724,False,John Jacobs,True,eyeframe,[],1377,2750,4.8,35.0,"Medium,Rectangle,John Jacobs,Full Rim",https://lookr-static.lenskart.com/frameassets/146235/android/sku_146235.glb,139,Supreme Steel,26271.0,True,Brown Full Rim Rectangle Eyeglasses,3500,3500
150104,https://www.lenskart.com/john-jacobs-jj-e14278-c3-eyeglasses.html,Black,Wide,139 mm,John Jacobs,JJ E14278,False,John Jacobs,True,eyeframe,[],0,1787,4.3,3.0,"Wide,Square,John Jacobs,Full Rim",,1176,Rich Acetate,26361.0,True,Black Brown Transparent Full Rim Square Eyeglasses,5000,5000
208932,https://www.lenskart.com/hooper-hp-e15711l-c2-eyeglasses.html,Purple,8-12 yrs,127 mm,Hooper,HP E15711L,False,Hooper Wrap,True,eyeframe,[],0,1532,4.3,3.0,"8-12 yrs,Round,Hooper,Full Rim",https://lookr-static.lenskart.com/frameassets/208932/android/sku_208932.glb,21,Hooper Wrap,26502.0,True,Purple Transparent Full Rim Round Eyeglasses,1000,1000
211213,https://www.lenskart.com/vincent-chase-vc-e12423-c8-eyeglasses.html,Blue,Medium,136 mm,Vincent Chase,VC E12423,False,Sleek Steel,False,eyeframe,[],0,861,0.0,,"Medium,Round,Vincent Chase,Full Rim",,1572,Refreshers1_Dec23,27624.0,False,,1700,1700
213508,https://www.lenskart.com/john-jacobs-jj-e16579-c1-eyeglasses.html,Tortoise,Wide,141 mm,John Jacobs,JJ E16579,False,John Jacobs,True,eyeframe,[],0,236,0.0,,"Wide,Round,John Jacobs,Full Rim",https://lookr-static.lenskart.com/frameassets/213508/android/sku_213508.glb,268,Aceteel,27315.0,True,John Jacobs Tortoise Full Rim Round Eyeglasses,5000,5000
146207,https://www.lenskart.com/john-jacobs-jj-e13720-full-rim-c2-eyeglasses.html,Rose Gold,Medium,134 mm,John Jacobs,JJ E13720,False,John Jacobs,True,eyeframe,[],1191,2828,4.2,5.0,"Medium,Round,John Jacobs,Full Rim",https://lookr-static.lenskart.com/frameassets/146207/android/sku_146207.glb,650,Pro Titanium,26191.0,True,Rose Gold Pink Full Rim Round Eyeglasses,5000,5000
201563,https://www.lenskart.com/lenskart-air-la-e13781-c4-eyeglasses.html,Grey,Medium,137 mm,Lenskart Air,LA E13781,False,Air Flex,True,eyeframe,[],0,5173,4.55,82.0,"Medium,Rectangle,Lenskart Air,Full Rim",https://3d-asset-lookr-new.s3.ap-southeast-1.amazonaws.com/frameassets/201563/android/sku_201563.glb,2,Air Flex,26473.0,True,Grey Full Rim Rectangle Eyeglasses,1700,1700
209731,https://www.lenskart.com/vincent-chase-vc-e15839-c1-eyeglasses.html,Silver,Extra Narrow,128 mm,Vincent Chase,VC E15839,False,Sleek Steel,True,eyeframe,[],0,702,0.0,,"Extra Narrow,Rectangle,Vincent Chase,Rimless",,1474,Rimless Edit,27022.0,True,Gold Rimless Rectangle Eyeglasses,2000,2000
212296,https://www.lenskart.com/vincent-chase-vc-s16336-c3-sunglasses.html,Grey,Wide,141 mm,Vincent Chase Polarized,VC S16336,False,Holiday Edit 2.0,True,sunglasses,[],0,793,0.0,,"Wide,Cat Eye,Vincent Chase Polarized,Full Rim",https://lookr-static.lenskart.com/frameassets/212296/android/sku_212296.glb,466,HOLIDAY EDIT 2.0,27241.0,True,Grey Cat Eye Full Rim Sunglasses,2000,2000
212618,https://www.lenskart.com/vincent-chase-vc-s16416-c2-sunglasses.html,Brown,Medium,140 mm,Vincent Chase Polarized,VC S16416,False,CWC PRINTED,True,sunglasses,[],0,762,0.0,,"Medium,Wayfarer,Vincent Chase Polarized,Full Rim",https://lookr-static.lenskart.com/frameassets/212618/android/sku_212618.glb,359,CWC PRINTED,27201.0,True,,1500,1500
