Product ID,Product Brand Name,Product Model Name,Product Color,Product Market Price,Product Lenskart Price,Product Size,Product Width,Product Availability,Product Average Rating,Product Purchase Count,Product Wishlist Count,Product Total Number of Ratings,Product Tags,Product Color Options,Product Classification,Product Search Name,Product URL
146012,Lenskart Air,LA E13517,Transparent,1700,1700,Medium,134 mm,4074,4.65,77095,2904,146,Air Essentials,[],eyeframe,Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13517-c2-eyeglasses.html
216521,Lenskart Hustlr,LA E15417-W,Ocean Blue,1700,1700,Medium,139 mm,2369,0.0,5164,0,NA,Ocean Blue,[],eyeframe,Peyush Bansal Shark Tank Ocean Blue Full Rim Lenskart Hustlr Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15415-c1-eyeglasses.html
217261,Lenskart Hustlr,LH E16985-W,Transparent,1700,1700,Medium,139 mm,2219,0.0,2602,0,NA,Hustlr ACE-Crystal,[],eyeframe,Lenskart Hustlr LH E16985-W C5 Eyeglasses,https://www.lenskart.com/lenskart-hustlr-lh-e16985-w-c5-eyeglasses.html
216712,Lenskart Hustlr,LA E15417-W,Pink,1700,1700,Medium,139 mm,1412,0.0,2939,0,NA,Flamingo,[],eyeframe,Flamingo Full Rim Wayfarer Lenskart Air Hustlr LA E15417-W-C3 Eyeglasses,https://www.lenskart.com/lenskart-la-e15417-w-c7-eyeglasses.html
201333,Lenskart Air,LA E13068,Grey,1700,1700,Medium,134 mm,1055,4.6,26362,0,165,Air Fusion,[],eyeframe,Grey Transparent Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13068-c6-eyeglasses.html
201315,Vincent Chase,VC E13634,Silver Black,1700,1700,Medium,134 mm,3473,4.75,8586,0,124,Sleek Steel,[],eyeframe,Black Silver Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13634-c7-eyeglasses.html
211383,Lenskart Air,LA E16153,Blue,1700,1700,Medium,135 mm,643,0.0,2131,0,NA,Blue Billion,[],eyeframe,Blue Orange Full Rim Rectangle Lenskart Air Essentials LA E16153-C3 Eyeglasses,https://www.lenskart.com/lenskart-air-la-e16153-c-c3-eyeglasses.html
147507,Vincent Chase,VC E13037,Transparent,1700,1700,Medium,136 mm,10740,4.5,62405,8886,480,Classic Acetate,[],eyeframe,Transparent Blue Full Rim Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13037-full-rim-rect-way-acetate-crystal-blue-transparent-c6-eyeglasses.html
208951,Lenskart Hustlr,LA E15417-W,Navy,1700,1700,Medium,139 mm,11084,4.6,21483,0,288,Navy,[],eyeframe,Navy Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15417-c15-eyeglasses.html
217202,Lenskart Hustlr,LH E16985-W,Green,1700,1700,Medium,139 mm,2245,0.0,2263,0,NA,Hustlr ACE-Olive,[],eyeframe,NA,https://www.lenskart.com/lenskart-hustlr-lh-e16985-w-c2-eyeglasses.html
215389,Vincent Chase,VC E16665,Green,1700,1700,Medium,137 mm,1116,0.0,661,0,NA,In Bloom,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16665-c2-eyeglasses.html
217201,Lenskart Hustlr,LH E16985-W,Blue,1700,1700,Medium,139 mm,1784,0.0,2525,0,NA,Hustlr ACE-Denim,[],eyeframe,NA,https://www.lenskart.com/lenskart-hustlr-lh-e16985-w-c1-eyeglasses.html
149607,Vincent Chase,VC E14211,Black,1700,1700,Medium,137 mm,244,4.7,17863,8286,62,Sleek Steel,[],eyeframe,Black Gunmetal Full Rim Aviator Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e14211-c1-eyeglasses.html
217431,Lenskart Hustlr,LA E15417-W,Green,1700,1700,Medium,139 mm,1862,0.0,1606,0,NA,Electric Green,[],eyeframe,Lenskart Air LA E15417-W C4 Eyeglasses,https://www.lenskart.com/lenskart-air-la-e15417-wc4-eyeglasses.html
209750,Lenskart Air,LA E15844,Brown,1700,1700,Wide,138 mm,1922,5.0,7338,0,1,Matte Essentials,[],eyeframe,Brown Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e15844-c4-eyeglasses.html
137975,Lenskart Air,LA E13069,Blue,1700,1700,Medium,135 mm,2687,4.6,79635,10980,594,Air Fusion,[],eyeframe,Blue Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13033-c2-eyeglasses.html
215771,Vincent Chase,VC E16696,Gunmetal,1700,1700,Medium,137 mm,199,0.0,3327,0,NA,Patriot,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16696-c2-eyeglasses.html
145567,Vincent Chase,VC E13634,Black,1700,1700,Medium,135 mm,3484,4.75,39014,3205,124,Sleek Steel,[],eyeframe,Black Gold Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13634-full-rim-rectangle-metal-steel-escobar-c1-eyeglasses.html
207481,Lenskart Hustlr,LA E15417-W,Blue Sky,1700,1700,Medium,139 mm,11917,4.6,183807,0,288,Blue Sky,[],eyeframe,Blue Sky Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15417-c7-eyeglasses.html
145996,Lenskart Air,LA E11821,Transparent,1700,1700,Medium,137 mm,7723,4.7,124910,25348,528,Air Fusion,[],eyeframe,Transparent Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-air-la-e11821-full-rim-wayfarer-stainless-steel-c1-eyeglasses.html
208956,Lenskart Hustlr,LA E15417-W,Greystone,1700,1700,Medium,139 mm,9851,4.6,50388,0,288,Greystone,[],eyeframe,Greystone Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15417-c20-eyeglasses.html
217022,Lenskart STUDIO,LS E15666,Grey,2000,2000,Medium,137 mm,869,0.0,2792,0,NA,KJO,[],eyeframe,Vincent Chase LS E15666 C6 Eyeglasses,https://www.lenskart.com/vincent-chase-ls-e15666-c6-eyeglasses.html
206266,Vincent Chase,VC E15347,Blue,1700,1700,Medium,137 mm,2521,0.0,4956,0,NA,Brow Bars,[],eyeframe,Blue Gunmetal Full Rim Aviator Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e15347-c1-eyeglasses.html
209728,Vincent Chase,VC E15838,Gunmetal,2000,2000,Medium,134 mm,1810,0.0,750,0,NA,Sleek Steel,[],eyeframe,Gunmetal Blue Rimless Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e15838-c1-eyeglasses.html
206824,Lenskart Hustlr,LA E15417-W,Amber,1700,1700,Medium,139 mm,1784,4.6,45753,0,288,Amber,[],eyeframe,Amber Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15417-c2-eyeglasses.html
205373,Vincent Chase,VC E15176,Gunmetal,2000,2000,Medium,136 mm,187,0.0,4049,0,NA,Sleek Steel,[],eyeframe,Gunmetal Rimless Square Eyeglasses,https://www.lenskart.com/lenskart-lk-e15176-c1-eyeglasses.html
211943,Lenskart Air,LA E16240,Blue,1700,1700,Medium,136 mm,850,0.0,1252,0,NA,Air Essentials,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16240-c1-eyeglasses.html
211448,Lenskart Air,LA E16169,Purple,1700,1700,Medium,136 mm,963,0.0,2073,0,NA,Fusion Pro grip,[],eyeframe,Purple Gold Purple Full Rim Square Lenskart Air Fusion LA E16169-C1 Eyeglasses,https://www.lenskart.com/lenskart-air-la-e16169-c1-eyeglasses.html
211920,Vincent Chase,VC E16233,Blue,1700,1700,Medium,134 mm,1483,0.0,1171,0,NA,Blend Edit,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16233-c1-eyeglasses.html
207671,Lenskart Hustlr,LA E15417-W,Dark Night,1700,1700,Medium,139 mm,18998,4.6,47056,0,288,Dark Night,[],eyeframe,Dark Night Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15417-c10-eyeglasses.html
210157,Lenskart Air,LA E14961,Green,1700,1700,Medium,132 mm,185,0.0,2361,0,NA,Air Flex,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e14961-c4-eyeglasses.html
209774,Lenskart Air,LA E15851,Grey,3000,3000,Medium,137 mm,755,0.0,3560,0,NA,Switch Grip,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e15851-c1-eyeglasses.html
211524,Vincent Chase,VC E16198,Blue,2000,2000,Medium,136 mm,1165,0.0,863,0,NA,Sleek Steel,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16198-c1-eyeglasses.html
206828,Lenskart Hustlr,LA E15417-W,Monza Red,1700,1700,Medium,139 mm,3718,4.6,13046,0,288,Monza Red,[],eyeframe,Monza Red Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-hustlr-la-e15417-c6-eyeglasses.html
206734,Lenskart Air,LA E15395,Blue,1700,1700,Medium,134 mm,20,4.0,6606,0,1,Urban Edit,[],eyeframe,Light Blue Transparent Full Rim Hexagonal Eyeglasses,https://www.lenskart.com/lenskart-air-la-e15395-c2-eyeglasses.html
206641,Vincent Chase,VC E15380,Transparent,1700,1700,Medium,135 mm,98,0.0,4751,0,NA,Crystal Clear,[],eyeframe,Transparent Full Rim Round Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e15380-c2-eyeglasses.html
206269,Vincent Chase,VC E15348,Blue,1700,1700,Medium,137 mm,1305,0.0,5117,0,NA,Brow Bars,[],eyeframe,Silver Blue Full Rim Square Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e15348-c2-eyeglasses.html
206036,Lenskart Air,LA E15303,Transparent Blue,1700,1700,Medium,134 mm,1127,5.0,5448,0,3,Float Pop 2.0,[],eyeframe,Transparent Blue Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e15303-c2-eyeglasses.html
201332,Lenskart Air,LA E13068,Grey,1700,1700,Medium,134 mm,1500,4.6,11603,0,165,Air Fusion,[],eyeframe,Grey Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13068-c5-eyeglasses.html
150599,Lenskart Air,LA E14368,Grey,1700,1700,Medium,135 mm,2365,4.65,28994,3337,62,Pro Grip,[],eyeframe,Grey Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14368-c1-eyeglasses.html
210773,Lenskart Air,LA E16026,Grey,2000,2000,Narrow,131 mm,39,0.0,3117,0,NA,Electro Punk,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16026-c3-eyeglasses.html
146615,Vincent Chase,VC E13784,Purple,1700,1700,Medium,135 mm,1965,4.6,60914,14578,255,Sleek Steel,[],eyeframe,Purple Silver Full Rim Round Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13784-c1-eyeglasses.html
146617,Vincent Chase,VC E13785,Gold,1700,1700,Medium,134 mm,4252,4.75,53568,11799,173,Pride,[],eyeframe,Gold Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13785-c1-eyeglasses.html
137974,Lenskart Air,LA E13069,Black,1700,1700,Medium,135 mm,1976,4.6,97880,22506,594,Air Fusion,[],eyeframe,Black Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13033-c1-eyeglasses.html
137971,Lenskart Air,LA E13068,Black,1700,1700,Medium,134 mm,2625,4.6,78789,20552,165,Air Fusion,[],eyeframe,Black Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13032-c1-eyeglasses.html
215394,Vincent Chase,VC E16668,Pink,1700,1700,Medium,137 mm,944,0.0,1001,0,NA,In Bloom,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16668-c2-eyeglasses.html
211607,Lenskart Air,LA E16207,Black,4000,4000,Medium,136 mm,1303,0.0,1025,0,NA,Air Memory,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16207-c1-eyeglasses.html
142515,John Jacobs,JJ E13343,Black,3500,3500,Medium,136 mm,924,4.6,43011,3172,30,John Jacobs,[],eyeframe,Matte Black Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e13343-c2-eyeglasses.html
201618,Vincent Chase,VC E14973,Brown,1700,1700,Narrow,132 mm,2593,4.75,30723,0,12,Blend Edit,[],eyeframe,Brown Transparent Full Rim Cat Eye Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e14973-c2-eyeglasses.html
201630,Vincent Chase,VC E14977,Brown,1700,1700,Narrow,133 mm,804,4.8,36430,0,28,Blend Edit,[],eyeframe,Brown Transparent Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e14977-c2-eyeglasses.html
146023,Lenskart Air,LA E13520,Grey,1700,1700,Wide,140 mm,972,4.7,63397,9749,290,Air Essentials,[],eyeframe,Grey Transparent Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13520-c2-eyeglasses.html
150581,Lenskart Air,LA E14362,Grey,1700,1700,Wide,140 mm,4549,4.75,64074,2027,65,Essential Edit,[],eyeframe,Grey Transparent Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14362-c1-eyeglasses.html
215762,Vincent Chase,VC E16692,Grey,1700,1700,Narrow,133 mm,1650,0.0,439,0,NA,Classic Acetate,[],eyeframe,Black Grey Black Full Rim Rectangle Vincent Chase Classic Acetate VC E16692-C2 Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e16689-c2-eyeglasses.html
213119,Lenskart Air,LA E16496,Gold,4000,4000,Wide,138 mm,746,0.0,688,0,NA,Air Memory,[],eyeframe,Gold Transparent Full Rim Rectangle Lenskart Air Memory LA E16496-C3 Eyeglasses,https://www.lenskart.com/lenskart-airr-la-e16496-cc3-eyeglasses.html
136174,John Jacobs,JJ E10235,Transparent,3500,3500,Medium,135 mm,2246,4.45,97227,16093,264,John Jacobs,[],eyeframe,Transparent Full Rim Wayfarer Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e10235-c7-eyeglasses.html
137935,Vincent Chase,VC E13029,Brown,1700,1700,Medium,136 mm,2057,4.8,64388,2799,130,Classic Acetate,[],eyeframe,Purple Brown Full Rim Cat Eye Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13029-c2-eyeglasses.html
146618,Vincent Chase,VC E13785,Gunmetal,1700,1700,Medium,134 mm,8705,4.75,66327,5965,173,Sleek Steel,[],eyeframe,Gunmetal Black Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13785-c2-eyeglasses.html
204186,Lenskart Air,LA E15019,Transparent,1700,1700,Medium,137 mm,3590,4.65,36322,0,43,Air Play,[],eyeframe,Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e15019-c3-eyeglasses.html
150573,Lenskart Air,LA E14360,Grey,1700,1700,Medium,136 mm,4476,4.8,66726,4822,99,Essential Edit,[],eyeframe,Grey Transparent Full Rim Round Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14360-c1-eyeglasses.html
215363,Vincent Chase,VC E16649,Blue,2000,2000,Medium,136 mm,1360,0.0,547,0,NA,Future Classics,[],eyeframe,Blue Half Rim Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e16649-c3-eyeglasses.html
213115,Lenskart Air,LA E16495,Gunmetal,4000,4000,Medium,137 mm,1096,0.0,778,0,NA,Air Memory,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16495-c2-eyeglasses.html
150858,John Jacobs,JJ E14410,Grey,3500,3500,Medium,134 mm,1108,4.65,35063,0,21,John Jacobs,[],eyeframe,Grey Transparent Full Rim Round Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e14410-c1-eyeglasses.html
146620,Vincent Chase,VC E13786,Silver,1700,1700,Narrow,132 mm,17091,4.8,101727,6800,272,Sleek Steel,[],eyeframe,Silver Black Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13786-c2-eyeglasses.html
201621,Vincent Chase,VC E14974,Pink,1700,1700,Extra Narrow,128 mm,2051,4.85,22641,0,14,Blend Edit,[],eyeframe,Pink Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e14974-c2-eyeglasses.html
152985,Lenskart Air,LA E14736,Grey,1700,1700,Extra Wide,142 mm,922,4.6,29505,0,14,Air Essentials,[],eyeframe,Grey Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14736-c2-eyeglasses.html
148327,Lenskart Air,LA E14016,Transparent,1700,1700,Wide,139 mm,705,4.85,27213,1709,34,Air Fusion,[],eyeframe,Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14016-c1-eyeglasses.html
215761,Vincent Chase,VC E16689,Blue,1700,1700,Narrow,133 mm,830,0.0,958,0,NA,Classic Acetate,[],eyeframe,Blue Full Rim Rectangle Vincent Chase Classic Acetate VC E16689-C1 Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e16689-c1-eyeglasses.html
212718,Lenskart Air,LA E16433,Grey,1700,1700,Narrow,131 mm,1507,0.0,994,0,NA,Matte Essential,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16433-c2-eyeglasses.html
208134,John Jacobs,JJ S15556,Black,6000,6000,Extra Wide,148 mm,866,3.5,5485,0,4,John Jacobs,[],sunglasses,Black Square Full Rim Sunglasses,https://www.lenskart.com/john-jacobs-jj-s15556-c1-sunglasses.html
207375,Vincent Chase,VC E15481,Gunmetal,1700,1700,Medium,136 mm,757,4.85,6018,0,NA,Shades of Steel,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e15481-c1-eyeglasses.html
137934,Vincent Chase,VC E13029,Black,1700,1700,Medium,136 mm,4061,4.8,33423,2254,130,Classic Acetate,[],eyeframe,Black Full Rim Cat Eye Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13029-c1-eyeglasses.html
146653,Lenskart Air,LA E13776,Black,1700,1700,Medium,135 mm,3247,4.65,72020,5779,107,Air Flex,[],eyeframe,Matte Black Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskar-air-la-e13776-c1-eyeglasses.html
151705,Lenskart Air,LA E14573,Grey,1700,1700,Medium,136 mm,1939,4.7,35153,0,61,Air Fusion,[],eyeframe,Grey Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14573-c3-eyeglasses.html
212863,Vincent Chase,VC E16453,Blue,1700,1700,Medium,136 mm,657,0.0,910,0,NA,Future Classics,[],eyeframe,Blue Full Rim Aviator Vincent Chase SLEEK STEEL VC E16453-C1 Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e-16453-c1-eyeglasses.html
212719,Lenskart Air,LA E16434,Blue,1700,1700,Medium,135 mm,1483,0.0,1113,0,NA,Matte Essential,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16434-c1-eyeglasses.html
134947,John Jacobs,JJ S12472,Gunmetal,5000,5000,Medium,137 mm,43,4.3,48241,2812,24,John Jacobs,[],sunglasses,Grey Hexagonal Full Rim Sunglasses,https://www.lenskart.com/john-jacobs-jj-s12472-c2-sunglasses.html
151378,Vincent Chase,VC S14507,Gunmetal,2000,2000,Narrow,134 mm,426,4.25,52617,993,7,Livewire,[],sunglasses,Gunmetal Rectangle/ Square Full Rim Sunglasses,https://www.lenskart.com/vincent-chase-vc-s14507-c1-sunglasses.html
146623,Vincent Chase,VC E13788,Gold,1700,1700,Narrow,132 mm,3302,4.75,60740,5489,106,Sleek Steel,[],eyeframe,Gold Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13788-c1-eyeglasses.html
148332,Lenskart Air,LA E14017,Black,1700,1700,Wide,139 mm,37,4.7,34636,3992,72,Air Fusion,[],eyeframe,Black Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14017-c3-eyeglasses.html
146020,Lenskart Air,LA E13519,Blue,1700,1700,Extra Wide,144 mm,3633,4.75,56645,5332,172,Air Essentials,[],eyeframe,Transparent Blue Full Rim Hexagon Eyeglasses,https://www.lenskart.com/lenskart-air-la-e13519-c3-eyeglasses.html
212867,Vincent Chase,VC E16455,Black,1700,1700,Wide,138 mm,802,0.0,432,0,NA,Future Classics,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16455-c1-eyeglasses.html
213106,Lenskart Air,LA E16491,Black,4000,4000,Medium,135 mm,1328,0.0,737,0,NA,Air Memory,[],eyeframe,Black Full Rim Round Lenskart Air Memory LA E16491-C1 Eyeglasses,https://www.lenskart.com/lenskart-air-la-e16491-c1-eyeglasses.html
201388,John Jacobs,JJ E11540,Gunmetal,5000,5000,Medium,137 mm,1145,4.4,27869,0,184,John Jacobs,[],eyeframe,Gunmetal Full Rim Rectangle Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e11540-c6-eyeglasses.html
146616,Vincent Chase,VC E13784,Black,1700,1700,Medium,135 mm,4571,4.6,71016,22848,255,Sleek Steel,[],eyeframe,Matte Black Gunmetal Full Rim Round Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13784-c2-eyeglasses.html
150413,Vincent Chase,VC E14324,Pink,2000,2000,Medium,136 mm,4269,4.2,26618,384,46,Clean Cut,[],eyeframe,Pink Rimless Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e14324-c3-eyeglasses.html
151703,Lenskart Air,LA E14573,Grey,1700,1700,Medium,136 mm,3230,4.7,22176,0,61,Air Fusion,[],eyeframe,Grey Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14573-c1-eyeglasses.html
151702,Lenskart Air,LA E14572,Grey,1700,1700,Medium,137 mm,1350,4.75,22890,0,35,Air Essentials,[],eyeframe,Grey Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14572-c3-eyeglasses.html
215369,Vincent Chase,VC E16652,Blue,2000,2000,Medium,135 mm,1569,0.0,521,0,NA,Future Classics,[],eyeframe,Blue Half Rim Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e16652-c2-eyeglasses.html
213110,Lenskart Air,LA E16493,Black,4000,4000,Medium,136 mm,1377,0.0,544,0,NA,Air Memory,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16493-c1-eyeglasses.html
150856,John Jacobs,JJ E14409,Maroon,3500,3500,Medium,134 mm,641,4.5,12457,0,11,John Jacobs,[],eyeframe,Maroon Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e14409-c4-eyeglasses.html
146619,Vincent Chase,VC E13786,Gold,1700,1700,Narrow,132 mm,11509,4.8,74939,12294,272,Sleek Steel,[],eyeframe,Gold Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13786-c1-eyeglasses.html
204440,Vincent Chase,VC E15069,Silver,1700,1700,Narrow,130 mm,618,4.75,16892,0,16,Helios,[],eyeframe,Silver Full Rim Round Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e15069-c1-eyeglasses.html
146850,Lenskart Air,LA E12709,Transparent,1700,1700,Wide,140 mm,3779,4.75,76645,12349,95,Air Fusion,[],eyeframe,Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskar-air-la-e12709-c2-eyeglasses.html
152984,Lenskart Air,LA E14736,Black,1700,1700,Extra Wide,142 mm,3855,4.6,27568,0,14,Air Essentials,[],eyeframe,Black Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14736-c1-eyeglasses.html
212866,Vincent Chase,VC E16454,Blue,1700,1700,Wide,138 mm,301,0.0,230,0,NA,Future Classics,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16454-c2-eyeglasses.html
213107,Lenskart Air,LA E16492,Black,4000,4000,Medium,138 mm,942,0.0,1318,0,NA,Air Memory,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16492-c1-eyeglasses.html
150871,John Jacobs,JJ E14414,Grey,3500,3500,Wide,140 mm,1007,4.7,23618,0,19,John Jacobs,[],eyeframe,Grey Transparent Full Rim Square Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e14414-c1-eyeglasses.html
149097,Vincent Chase,VC E13033-M,Grey,1700,1700,Medium,136 mm,852,4.7,44035,1985,50,Blend Edit,[],eyeframe,Grey Transparent Gunmetal Full Rim Round Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13033-m-c2-c2-eyeglasses.html
136712,Lenskart Air,LA E12852,Black,1700,1700,Medium,134 mm,7382,4.6,59355,5775,223,Air Flex,[],eyeframe,Grey Full Rim Rectangle Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e12852-c2-eyeglasses.html
152987,Lenskart Air,LA E14736M,Blue,1700,1700,Medium,136 mm,1166,4.85,21805,0,14,Air Essentials,[],eyeframe,Blue Full Rim Rectangle Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14736-m-c2-eyeglasses.html
212879,Vincent Chase,VC E16461,Gold,1700,1700,Medium,135 mm,1492,0.0,1072,0,NA,Future Classics,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16461-c1-eyeglasses.html
212335,Lenskart Air,LA E16351,Blue,1700,1700,Medium,136 mm,2389,0.0,664,0,NA,Matte Essential,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e16351-c2-eyeglasses.html
150862,John Jacobs,JJ E14411,Black,3500,3500,Medium,138 mm,6070,4.6,26918,0,10,John Jacobs,[],eyeframe,Black Full Rim Rectangle Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e14411-c1-eyeglasses.html
134826,Vincent Chase,VC E12422,Silver,1700,1700,Wide,138 mm,4327,4.65,86218,27771,547,Sleek Steel,[],eyeframe,Silver Full Rim Square Eyeglasses,https://www.lenskart.com/silver-black-full-rim-rectangle-large-size-56-vincent-chase-online-steel-escobar-vc-e12422-c3-eyeglasses.html
201631,Vincent Chase,VC E14977,Transparent,1700,1700,Narrow,133 mm,2802,4.8,28570,0,28,Blend Edit,[],eyeframe,Transparent Full Rim Geometric Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e14977-c3-eyeglasses.html
150583,Lenskart Air,LA E14362,Black,1700,1700,Wide,140 mm,4436,4.75,50598,970,65,Essential Edit,[],eyeframe,Black Full Rim Square Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14362-c3-eyeglasses.html
201272,Lenskart Air,LA E14958,Grey,1700,1700,Extra Wide,143 mm,7314,4.95,25313,0,20,Air Prism,[],eyeframe,Grey Transparent Full Rim Aviator Eyeglasses,https://www.lenskart.com/lenskart-air-la-e14958-c2-eyeglasses.html
215378,Vincent Chase,VC E16656,Silver,1700,1700,Narrow,133 mm,1587,0.0,8,0,NA,Chic Metal,[],eyeframe,NA,https://www.lenskart.com/vincent-chase-vc-e16656-c2-eyeglasses.html
211293,Lenskart Air,LA E13069-W,Black,1700,1700,Wide,140 mm,2272,0.0,72,0,NA,Air Fusion,[],eyeframe,NA,https://www.lenskart.com/lenskart-air-la-e13069/w-c1-eyeglasses.html
211282,John Jacobs,JJ E16146,Grey,3500,3500,Wide,139 mm,261,5.0,5827,0,1,John Jacobs,[],eyeframe,Grey Transparent Full Rim Rectangle Eyeglasses,https://www.lenskart.com/john-jacobs-jj-e16146-c2-eyeglasses.html
142996,Vincent Chase,VC E13393,Purple,2000,2000,Narrow,132 mm,3564,4.65,64556,1820,75,Sleek Steel,[],eyeframe,Golden Purple Half Rim Cat Eye Eyeglasses,https://www.lenskart.com/vincent-chase-vc-e13393-c1-eyeglasses.html
